AX,AY,AZ,EX,EY,EZ
-3.3710000000000004,15.0,1.5599999999999996,-0.2141269916749164,0.469314917614827,0.630023872097546
-7.3709999999999996,15.0,1.5599999999999996,-0.23202944368205802,0.33354972361179513,0.5658791576171316
-11.371,15.0,1.5599999999999996,-0.39559846136550114,0.29594886507382234,0.29749599347611844
-15.371000000000002,15.0,1.5599999999999996,-0.3622189299411216,0.08281858057339886,0.2184353345727849
-19.371,15.0,1.5599999999999996,-0.04290743056605262,-0.13988035562261802,-0.00753550648236595
-23.371000000000002,15.0,1.5599999999999996,0.20124757709905072,-0.14549207796727137,0.37488549144934213
-27.371000000000002,15.0,1.5599999999999996,0.13139462817035596,-0.2103601087084156,0.08804876676585804
-27.371000000000002,15.0,-2.4400000000000004,0.25746168035685746,-0.30498513948662154,0.5813158780803355
-23.371000000000002,15.0,-2.4400000000000004,0.14894700694280671,-0.047343386793877174,0.2235239482577811
-19.371,15.0,-2.4400000000000004,0.06441182309659399,0.06685187028681316,0.03014184902163375
-15.371000000000002,15.0,-2.4400000000000004,-0.12349944911479449,0.14560971370627673,-0.06911146377280297
-11.371,15.0,-2.4400000000000004,-0.2623603930444113,0.13269862887778927,-0.02241791129073134
-7.3709999999999996,15.0,-2.4400000000000004,-0.03673109936554453,-0.03704900806953959,0.2896321404958255
-7.3709999999999996,15.0,-6.4399999999999995,0.12357216878454425,-0.3829252487381196,-0.16717687469147008
-11.371,15.0,-6.4399999999999995,0.22459410491793286,-0.4626893660824277,-0.010318302775778193
-15.371000000000002,15.0,-6.4399999999999995,0.19772114134455898,-0.12432922403305124,-0.27934417742504214
-19.371,15.0,-6.4399999999999995,0.4614744324519804,-0.23671077405127972,-0.16046030992921678
-23.371000000000002,15.0,-6.4399999999999995,0.3246978009995849,-0.12504338945723836,-0.024730711250783854
-27.371000000000002,15.0,-6.4399999999999995,0.16211215052321926,-0.09391192091361689,0.1832642187787753
-27.371000000000002,15.0,-10.440000000000001,-0.4431914186468988,-0.03398838475187904,0.9493702486790947
-23.371000000000002,15.0,-10.440000000000001,0.19436845964425076,-0.017148995863411343,-0.22040734796906908
-15.371000000000002,15.0,-10.440000000000001,-0.04601042693859747,-0.1633501233567508,-0.0020506945527229425
-11.371,15.0,-10.440000000000001,0.06553556912184677,-0.2405526530028651,0.07057256196973533
-7.3709999999999996,15.0,-10.440000000000001,0.2743659103821988,-0.25973607099377405,0.06077255074029425
-3.3710000000000004,15.0,-10.440000000000001,0.5498072879258589,-0.36635156115146783,-0.17157038191438628
0.6289999999999997,15.0,-10.440000000000001,0.4960131245287356,-1.1336875482120756,-0.17446878086420786
4.629,15.0,-14.440000000000003,-0.5180446657216012,0.2774080289554337,-0.13268659334174232
0.6289999999999997,15.0,-14.440000000000003,0.0945850735968621,-0.721456084280403,-0.30282322165873926
-3.3710000000000004,15.0,-14.440000000000003,0.341922351958536,-0.15812020838389118,-0.49591802331725027
-7.3709999999999996,15.0,-14.440000000000003,0.36640219625936055,0.27157454096608247,0.0661799961792317
-11.371,15.0,-14.440000000000003,-0.34696726847256165,0.19731120623172338,0.29756172103089923
-15.371000000000002,15.0,-14.440000000000003,-0.39871988714925144,0.19651458744421035,0.10073552892689158
-19.371,15.0,-14.440000000000003,-0.009835709849470575,0.09213168553131312,-0.11819820144535059
-23.371000000000002,15.0,-14.440000000000003,0.3070958675551294,-0.18201577505253808,-0.2051914501725552
-27.371000000000002,15.0,-14.440000000000003,-0.39201384110392756,0.0853479262024448,-0.0769210727153205
-27.371000000000002,15.0,-18.44,0.04526237805991262,-0.04931408351546429,-0.9211070015849337
-23.371000000000002,15.0,-18.44,0.23465020000751347,0.048925511815331446,-0.22762936296774894
-19.371,15.0,-18.44,0.21327296068510138,0.03618068512890038,-0.1800336982475309
-15.371000000000002,15.0,-18.44,-0.012475899227565312,0.04395333459386308,0.06771156589786831
-11.371,15.0,-18.44,0.048072928215495137,0.11008491391648056,0.31902886474837466
-7.3709999999999996,15.0,-18.44,0.3759081848875717,0.31016679804118374,0.27375113093566217
-3.3710000000000004,15.0,-18.44,0.35743235894574316,-0.16295987534591938,0.43358764145742523
4.629,15.0,5.56,0.14616338623554237,-1.6644117740869073,-1.7141729136963255
0.6289999999999997,15.0,5.56,0.04520476013114873,-0.5099780610239663,-1.2243841967317328
-3.3710000000000004,15.0,5.56,-0.08071934925836383,-0.05653300249196802,-0.8066086750398521
-7.3709999999999996,15.0,5.56,-0.08464631707734149,-0.013296170327301016,-0.5186601083407836
-11.371,15.0,5.56,0.11903975184851812,-0.1207064418569187,-0.5819120264277957
-15.371000000000002,15.0,5.56,0.30825531279186635,0.37383403052194675,-0.35935802208432593
-19.371,15.0,5.56,0.32552806968051406,0.45285483862202436,-0.6427961658876671
-23.371000000000002,15.0,5.56,0.5836777401078352,0.34035842333514366,-0.07282323795593931
-27.371000000000002,15.0,5.56,0.10619170205496409,0.09957187573133297,-0.5222509686126322
-27.371000000000002,15.0,9.559999999999999,0.10898992365219184,-0.023231294478218145,-0.49292427276598494
-23.371000000000002,15.0,9.559999999999999,-0.25528615115656406,0.27738753112125647,-0.017683259794798456
-19.371,15.0,9.559999999999999,-0.16095126889005273,0.03278714930031179,-0.0365071007628226
-15.371000000000002,15.0,9.559999999999999,-0.022936248653421254,-0.21971324121889124,0.13955301464120828
-11.371,15.0,9.559999999999999,-0.09266435153123809,-0.08573977344535633,0.7912530429251469
-7.3709999999999996,15.0,9.559999999999999,-0.06053542988076477,-0.24784875755148872,-0.046445297384242745
-3.3710000000000004,15.0,9.559999999999999,0.2685802818291824,-0.577089729414193,-0.3367662886162276
0.6289999999999997,15.0,9.559999999999999,0.5507425446104695,-0.3856235444043232,-0.7795490709116698
-3.3710000000000004,15.0,13.56,0.0034527330915842813,-0.370430290908208,0.40039371423166437
-7.3709999999999996,15.0,13.56,0.09862675338524196,-0.8997734944469732,0.011736808653506348
-11.371,15.0,13.56,0.14134396226739565,-0.5589565733514296,0.03857041068718314
-15.371000000000002,15.0,13.56,0.3235646479525123,-0.08728209862703118,0.3577581578982941
-19.371,15.0,13.56,-0.23439269337761637,0.07204787036770022,-0.05983170161825979
-23.371000000000002,15.0,13.56,-0.42716480633446796,0.12814865630086103,0.03134156725758397
-27.371000000000002,15.0,13.56,-0.23389419821397972,-0.03518076261543601,0.17033204654162415
-27.371000000000002,15.0,17.56,0.9736085366279068,-0.19324301179688697,-0.1733815267246558
-23.371000000000002,15.0,17.56,-0.08763145566222375,0.19578021183805638,-0.4323000472927191
-19.371,15.0,17.56,-0.002737571875999212,0.049131110163055935,-0.4117124214027851
-15.371000000000002,15.0,17.56,0.004765602367395871,-0.4735790344814167,-0.40397869276358744
-11.371,15.0,17.56,0.48259065612810403,-0.7905379914608157,-0.0003467009606322735
-7.3709999999999996,15.0,17.56,-0.38547745341209194,-0.8080088556654208,0.20052514361763307
-3.3710000000000004,15.0,17.56,-0.3212729608429596,-0.014205251508750405,0.29807649719174323
0.6289999999999997,15.0,17.56,-0.35078595867319673,1.0888355294955048,0.26369904719551196
4.629,15.0,17.56,0.41406000370893226,0.060899634712374695,0.8254015700750739
-11.371,15.0,21.560000000000002,-0.16189317251292523,-0.6218892350661059,-0.8498380039560993
-15.371000000000002,15.0,21.560000000000002,0.08043102903984023,-0.386830837732019,-0.5705276882679133
-19.371,15.0,21.560000000000002,0.11473961818865286,-0.2308389269620431,-0.40184112015966833
-23.371000000000002,15.0,21.560000000000002,-0.15576399527553741,0.062059782670612074,-0.26469399107404423
-27.371000000000002,15.0,21.560000000000002,-0.08885990847680714,-0.15332161486747153,-0.06997033878397008
-27.371000000000002,15.0,25.56,0.004960844128204522,-0.7083915004816393,0.9788499557465746
-23.371000000000002,15.0,25.56,0.1972324085386834,0.2695756227053675,1.6039240165315438
-15.371000000000002,15.0,25.56,0.8866264520317246,0.33260109007161864,0.08646712842597104
-11.371,15.0,25.56,0.5660186458844169,-0.12195783937069271,-1.2633173739755477
0.6289999999999997,20.0,1.5599999999999996,-0.07941427134423827,0.14612776367408375,0.1812506730552707
-3.3710000000000004,20.0,1.5599999999999996,-0.1907239982562689,0.5091196500449147,0.5011638058604301
-7.3709999999999996,20.0,1.5599999999999996,-0.33163158955715755,0.48987514378715236,0.6906358286005748
-11.371,20.0,1.5599999999999996,-0.22583397847305287,0.1654822716802007,0.4969563943033717
-15.371000000000002,20.0,1.5599999999999996,-0.21906042998729447,-0.09199996734800264,0.28311763510971005
-19.371,20.0,1.5599999999999996,-0.28645178897073187,0.15496105885943745,0.2019899545586179
