Leap Controller X;Leap Controller Y;Leap Controller Z;Reference Index X;Reference Index Y;Reference Index Z;Measured Index X;Measured Index Y;Measured Index Z;Reference Wrist X;Reference Wrist Y;Reference Wrist Z;Measured Wrist X;Measured Wrist Y;Measured Wrist Z;Reference Thumb X;Reference Thumb Y;Reference Thumb Z;Measured Thumb X;Measured Thumb Y;Measured Thumb Z
0.24;-0.2;0.0085;0.0302;0.1095;0.25;0.02258404;0.09777313;0.2336458;0.004;-0.048;0.25;-0.008915693;-0.04850283;0.2543295;0.04629;0.05559999;0.25;0.03928588;0.05548471;0.2470042
0.2;-0.2;0.0085;0.0302;0.1095;0.25;0.02330367;0.1003346;0.2379626;0.004;-0.048;0.25;-0.006681904;-0.04711637;0.2560615;0.04629;0.05559999;0.25;0.04151341;0.05868268;0.2494092
0.16;-0.2;0.0085;0.0302;0.1095;0.25;0.02962777;0.1014294;0.2460346;0.004;-0.048;0.25;-0.003418252;-0.04645579;0.2572571;0.04629;0.05559999;0.25;0.04653352;0.06008816;0.2516131
0.12;-0.2;0.0085;0.0302;0.1095;0.25;0.0303205;0.09803993;0.2464004;0.004;-0.048;0.25;-0.002437018;-0.04685156;0.2584507;0.04629;0.05559999;0.25;0.04877493;0.05683589;0.2531929
0.08;-0.2;0.0085;0.0302;0.1095;0.25;0.0297673;0.09460902;0.2490717;0.004;-0.048;0.25;-0.00344082;-0.0471765;0.2607075;0.04629;0.05559999;0.25;0.04771566;0.05412811;0.2571186
0.04;-0.2;0.0085;0.0302;0.1095;0.25;0.0364862;0.08159643;0.2459896;0.004;-0.048;0.25;-2.683699E-05;-0.05108063;0.2651732;0.04629;0.05559999;0.25;0.05103331;0.04760939;0.2574547
0;-0.2;0.0085;0.0302;0.1095;0.25;0.02886061;0.07519761;0.249962;0.004;-0.048;0.25;-0.003212521;-0.05188425;0.2663624;0.04629;0.05559999;0.25;0.04669557;0.04643461;0.2594502
0.12;-0.24;0.0085;0.0302;0.1095;0.25;0.03047959;0.0944047;0.2455014;0.004;-0.048;0.25;-0.003434464;-0.04436103;0.2622981;0.04629;0.05559999;0.25;0.0493573;0.05327603;0.2542543
0.24;-0.24;0.0085;0.0302;0.1095;0.25;0.03651133;0.09895173;0.2441178;0.004;-0.048;0.25;-0.001926795;-0.04301029;0.2639292;0.04629;0.05559999;0.25;0.05403472;0.05513182;0.2551573
0.28;-0.24;0.0085;0.0302;0.1095;0.25;0.03470813;0.0971649;0.2311639;0.004;-0.048;0.25;-0.004794091;-0.04245205;0.2556213;0.04629;0.05559999;0.25;0.05149491;0.0541347;0.2454801
0.32;-0.24;0.0085;0.0302;0.1095;0.25;0.03544024;0.09849367;0.2299402;0.004;-0.048;0.25;-0.001891106;-0.04163399;0.2520792;0.04629;0.05559999;0.25;0.05185807;0.05585918;0.2465459
0.04;0.04;0.0085;0.0302;0.1095;0.3;0.0268681;0.1063893;0.2957869;0.004;-0.048;0.3;-0.005129345;-0.04285576;0.311948;0.04629;0.05559999;0.3;0.04479822;0.05784617;0.3074999
0.08;0.04;0.0085;0.0302;0.1095;0.3;0.0271141;0.1063159;0.2920638;0.004;-0.048;0.3;-0.004671849;-0.0431275;0.3087893;0.04629;0.05559999;0.3;0.04239418;0.05863626;0.3080353
0.12;0.04;0.0085;0.0302;0.1095;0.3;0.02702632;0.1059131;0.2869056;0.004;-0.048;0.3;-0.004312851;-0.04255819;0.3055248;0.04629;0.05559999;0.3;0.03914778;0.05861656;0.3050626
0.16;0.04;0.0085;0.0302;0.1095;0.3;0.02584323;0.106004;0.2839901;0.004;-0.048;0.3;-0.004699871;-0.0419858;0.3038002;0.04629;0.05559999;0.3;0.03903066;0.05886156;0.3000616
0.2;0.04;0.0085;0.0302;0.1095;0.3;0.02541986;0.1071805;0.2820583;0.004;-0.048;0.3;-0.00170815;-0.04139473;0.3010332;0.04629;0.05559999;0.3;0.0397273;0.05813927;0.2958857
0.24;0.04;0.0085;0.0302;0.1095;0.3;0.02680506;0.1057308;0.281486;0.004;-0.048;0.3;-0.001601696;-0.04055893;0.298987;0.04629;0.05559999;0.3;0.03958695;0.05702589;0.294829
0.28;0.04;0.0085;0.0302;0.1095;0.3;0.02927247;0.1035121;0.281759;0.004;-0.048;0.3;-0.0005044639;-0.03984302;0.2981936;0.04629;0.05559999;0.3;0.04262142;0.05690578;0.2936486
0.32;0.04;0.0085;0.0302;0.1095;0.3;0.02993736;0.09814478;0.2778676;0.004;-0.048;0.3;0.003189504;-0.04218813;0.2928849;0.04629;0.05559999;0.3;0.04451543;0.05305705;0.2888182
0.32;0.08;0.0085;0.0302;0.1095;0.3;0.03291994;0.09664045;0.2722969;0.004;-0.048;0.3;0.006888181;-0.04536961;0.2909749;0.04629;0.05559999;0.3;0.04177582;0.05286489;0.2875635
0.28;0.08;0.0085;0.0302;0.1095;0.3;0.030977;0.09825982;0.2746671;0.004;-0.048;0.3;0.003713816;-0.04542862;0.2950602;0.04629;0.05559999;0.3;0.04050763;0.05325182;0.2906789
0.24;0.08;0.0085;0.0302;0.1095;0.3;0.02726527;0.1013639;0.2767324;0.004;-0.048;0.3;0.001989797;-0.04409926;0.2970445;0.04629;0.05559999;0.3;0.03861456;0.05421658;0.292919
0.2;0.08;0.0085;0.0302;0.1095;0.3;0.02673365;0.1058426;0.2814243;0.004;-0.048;0.3;-0.003644645;-0.0396203;0.3016792;0.04629;0.05559999;0.3;0.03987992;0.05734824;0.2966182
0.16;0.08;0.0085;0.0302;0.1095;0.3;0.02598944;0.1047187;0.2839897;0.004;-0.048;0.3;-0.004809499;-0.04125176;0.3037431;0.04629;0.05559999;0.3;0.03849344;0.0570512;0.301172
0.12;0.08;0.0085;0.0302;0.1095;0.3;0.02758072;0.1047364;0.2853862;0.004;-0.048;0.3;-0.004142903;-0.04117672;0.305025;0.04629;0.05559999;0.3;0.03932038;0.05668895;0.3049285
0.08;0.08;0.0085;0.0302;0.1095;0.3;0.02806552;0.1054112;0.2893547;0.004;-0.048;0.3;-0.004442766;-0.04235791;0.3062982;0.04629;0.05559999;0.3;0.0414648;0.05576588;0.3076137
0.04;0.08;0.0085;0.0302;0.1095;0.3;0.02789638;0.1035402;0.2929552;0.004;-0.048;0.3;-0.003763001;-0.04201294;0.3096132;0.04629;0.05559999;0.3;0.04416538;0.05618565;0.3072433
0;0.08;0.0085;0.0302;0.1095;0.3;0.02802328;0.1063493;0.2947668;0.004;-0.048;0.3;-0.004128563;-0.04255222;0.3127467;0.04629;0.05559999;0.3;0.04595561;0.05909427;0.3083847
-0.04;0.08;0.0085;0.0302;0.1095;0.3;0.02909877;0.1057047;0.2982812;0.004;-0.048;0.3;-0.004307881;-0.04316606;0.3120624;0.04629;0.05559999;0.3;0.04639682;0.0577866;0.3107631
-0.08;0.08;0.0085;0.0302;0.1095;0.3;0.03499987;0.1069935;0.3135964;0.004;-0.048;0.3;-0.004004933;-0.04343472;0.315934;0.04629;0.05559999;0.3;0.04709014;0.05984344;0.3187379
0.04;0.12;0.0085;0.0302;0.1095;0.3;0.02819009;0.1040946;0.2938418;0.004;-0.048;0.3;-0.00323556;-0.04068656;0.3061496;0.04629;0.05559999;0.3;0.04451504;0.05641427;0.308759
0.08;0.12;0.0085;0.0302;0.1095;0.3;0.02758569;0.1007231;0.2898625;0.004;-0.048;0.3;-0.004901588;-0.04491145;0.3020569;0.04629;0.05559999;0.3;0.04247821;0.04994502;0.305939
0.12;0.12;0.0085;0.0302;0.1095;0.3;0.02672813;0.1029749;0.2830865;0.004;-0.048;0.3;-0.0002838522;-0.04017759;0.3020052;0.04629;0.05559999;0.3;0.04114523;0.05508458;0.3038306
0.16;0.12;0.0085;0.0302;0.1095;0.3;0.02640425;0.1030042;0.2813706;0.004;-0.048;0.3;-0.003315181;-0.04020951;0.3005183;0.04629;0.05559999;0.3;0.03968751;0.05380704;0.2997142
0.2;0.12;0.0085;0.0302;0.1095;0.3;0.02679566;0.1039418;0.2800913;0.004;-0.048;0.3;-0.003777608;-0.03993166;0.2982931;0.04629;0.05559999;0.3;0.03910832;0.05408507;0.2971937
0.24;0.12;0.0085;0.0302;0.1095;0.3;0.02712989;0.1030689;0.2790033;0.004;-0.048;0.3;0.0008602291;-0.04171032;0.2958501;0.04629;0.05559999;0.3;0.03867826;0.05435761;0.294746
0.28;0.12;0.0085;0.0302;0.1095;0.3;0.03065556;0.1038527;0.2769065;0.004;-0.048;0.3;3.969669E-05;-0.03929401;0.2949494;0.04629;0.05559999;0.3;0.04072465;0.0567736;0.2911935
0.32;0.12;0.0085;0.0302;0.1095;0.3;0.03168494;0.1016414;0.2744578;0.004;-0.048;0.3;0.004110873;-0.04030205;0.2884295;0.04629;0.05559999;0.3;0.04175061;0.05593627;0.2864933
0.32;0.16;0.0085;0.0302;0.1095;0.3;0.03270701;0.09066319;0.271036;0.004;-0.048;0.3;0.01612014;-0.04754195;0.2823012;0.04629;0.05559999;0.3;0.04741043;0.04517102;0.2814746
0.28;0.16;0.0085;0.0302;0.1095;0.3;0.02766493;0.1056312;0.2782732;0.004;-0.048;0.3;0.002339959;-0.03572437;0.2929375;0.04629;0.05559999;0.3;0.03985991;0.05754027;0.2909923
0.2;0.16;0.0085;0.0302;0.1095;0.3;0.02547087;0.1040134;0.2805101;0.004;-0.048;0.3;0.005406708;-0.04169115;0.2962231;0.04629;0.05559999;0.3;0.04114719;0.05338493;0.2967868
0.16;0.16;0.0085;0.0302;0.1095;0.3;0.02728568;0.1057868;0.2817786;0.004;-0.048;0.3;0.002383798;-0.03858313;0.3003528;0.04629;0.05559999;0.3;0.04345986;0.05387607;0.2995626
0.12;0.16;0.0085;0.0302;0.1095;0.3;0.02682272;0.1056356;0.2830916;0.004;-0.048;0.3;3.695488E-05;-0.03833905;0.3020164;0.04629;0.05559999;0.3;0.04195363;0.05550745;0.3042252
0.08;0.16;0.0085;0.0302;0.1095;0.3;0.02764225;0.107101;0.2892476;0.004;-0.048;0.3;-0.002129987;-0.03676632;0.3035526;0.04629;0.05559999;0.3;0.04225077;0.05594471;0.3073477
0.04;0.16;0.0085;0.0302;0.1095;0.3;0.02870073;0.1057362;0.2960911;0.004;-0.048;0.3;-0.0009969659;-0.03715798;0.3051466;0.04629;0.05559999;0.3;0.04494991;0.05529067;0.3106047
0;0.16;0.0085;0.0302;0.1095;0.3;0.02987994;0.1076378;0.2987672;0.004;-0.048;0.3;-0.001670546;-0.0399926;0.3104091;0.04629;0.05559999;0.3;0.04471304;0.05766955;0.3111117
-0.04;0.16;0.0085;0.0302;0.1095;0.3;0.0310647;0.1071252;0.300641;0.004;-0.048;0.3;-0.002301063;-0.0384492;0.3106804;0.04629;0.05559999;0.3;0.04601678;0.05913612;0.3128681
-0.08;0.2;0.0085;0.0302;0.1095;0.3;0.03272396;0.09686393;0.3006872;0.004;-0.048;0.3;-0.002221651;-0.04630291;0.3092429;0.04629;0.05559999;0.3;0.04763612;0.05150187;0.3133299
-0.04;0.2;0.0085;0.0302;0.1095;0.3;0.03253007;0.09836349;0.2987517;0.004;-0.048;0.3;-0.00187242;-0.04575187;0.3067078;0.04629;0.05559999;0.3;0.04757825;0.0505898;0.310697
0;0.2;0.0085;0.0302;0.1095;0.3;0.02995368;0.1009275;0.2971258;0.004;-0.048;0.3;-0.001932702;-0.04309329;0.3064036;0.04629;0.05559999;0.3;0.04395455;0.0516209;0.3096716
0.04;0.2;0.0085;0.0302;0.1095;0.3;0.02766425;0.1004344;0.2944595;0.004;-0.048;0.3;-0.002393272;-0.04222143;0.3013357;0.04629;0.05559999;0.3;0.04215016;0.04839545;0.307962
0.08;0.2;0.0085;0.0302;0.1095;0.3;0.02587612;0.100374;0.2903398;0.004;-0.048;0.3;-0.002836362;-0.040658;0.2984586;0.04629;0.05559999;0.3;0.04048917;0.0484933;0.3032596
0.12;0.2;0.0085;0.0302;0.1095;0.3;0.02456652;0.1006929;0.2832248;0.004;-0.048;0.3;-0.002363853;-0.04118067;0.2957447;0.04629;0.05559999;0.3;0.03963801;0.05003619;0.2992357
0.16;0.2;0.0085;0.0302;0.1095;0.3;0.02401206;0.1018875;0.2833153;0.004;-0.048;0.3;-0.001802489;-0.04139712;0.2953646;0.04629;0.05559999;0.3;0.04041484;0.04920906;0.2967096
0.2;0.2;0.0085;0.0302;0.1095;0.3;0.02222082;0.1042194;0.2825195;0.004;-0.048;0.3;-0.00212197;-0.04000568;0.2919062;0.04629;0.05559999;0.3;0.0371644;0.05089942;0.2942457
0.24;0.2;0.0085;0.0302;0.1095;0.3;0.02226676;0.1039587;0.2798304;0.004;-0.048;0.3;0.0006107837;-0.03768837;0.2872006;0.04629;0.05559999;0.3;0.03830741;0.05362475;0.2890739
0.28;0.2;0.0085;0.0302;0.1095;0.3;0.02509853;0.1000152;0.2752911;0.004;-0.048;0.3;0.001791567;-0.0391537;0.2819475;0.04629;0.05559999;0.3;0.03885379;0.0513958;0.2835921
0.32;0.2;0.0085;0.0302;0.1095;0.3;0.02769336;0.1074465;0.2733268;0.004;-0.048;0.3;0.004979581;-0.02959782;0.2827465;0.04629;0.05559999;0.3;0.0422169;0.06042784;0.2822944
0.32;0.24;0.0085;0.0302;0.1095;0.3;0.02611536;0.1079858;0.2724433;0.004;-0.048;0.3;0.0006997585;-0.02788952;0.2815751;0.04629;0.05559999;0.3;0.03989464;0.06198585;0.2800816
0.28;0.24;0.0085;0.0302;0.1095;0.3;0.02321452;0.1096038;0.2793836;0.004;-0.048;0.3;0.002522796;-0.02637705;0.2893799;0.04629;0.05559999;0.3;0.04003642;0.0632126;0.2865696
0.24;0.24;0.0085;0.0302;0.1095;0.3;0.02570032;0.1051266;0.2815352;0.004;-0.048;0.3;0.008541822;-0.03516793;0.2933137;0.04629;0.05559999;0.3;0.04507847;0.05663958;0.2912724
0.2;0.24;0.0085;0.0302;0.1095;0.3;0.02047487;0.1091604;0.2863924;0.004;-0.048;0.3;-0.0007170141;-0.03289565;0.2976838;0.04629;0.05559999;0.3;0.03964639;0.05825725;0.295356
0.16;0.24;0.0085;0.0302;0.1095;0.3;0.02273853;0.1076842;0.2859744;0.004;-0.048;0.3;-0.001138642;-0.03216687;0.2988376;0.04629;0.05559999;0.3;0.04163595;0.05589464;0.2976545
0.12;0.24;0.0085;0.0302;0.1095;0.3;0.02414042;0.1051202;0.2882429;0.004;-0.048;0.3;-0.0006697178;-0.03566256;0.3022195;0.04629;0.05559999;0.3;0.04087921;0.0541791;0.3026104
0.08;0.24;0.0085;0.0302;0.1095;0.3;0.02392628;0.1028132;0.2932334;0.004;-0.048;0.3;-0.001876011;-0.03666481;0.304227;0.04629;0.05559999;0.3;0.03916505;0.05251524;0.3068176
0.04;0.24;0.0085;0.0302;0.1095;0.3;0.02614882;0.1016094;0.2941819;0.004;-0.048;0.3;-0.002594259;-0.03838366;0.3038317;0.04629;0.05559999;0.3;0.04212974;0.04974091;0.3091786
0;0.24;0.0085;0.0302;0.1095;0.3;0.0289858;0.102138;0.2957418;0.004;-0.048;0.3;-0.003828392;-0.038757;0.3085273;0.04629;0.05559999;0.3;0.04521304;0.05123195;0.3115108
0.04;0;0.0085;0.0302;0.1095;0.3;0.027071;0.107222;0.2960613;0.004;-0.048;0.3;-0.005330987;-0.04263183;0.3125575;0.04629;0.05559999;0.3;0.04704715;0.05894893;0.3054866
0;0;0.0085;0.0302;0.1095;0.3;0.0275066;0.1080051;0.299001;0.004;-0.048;0.3;-0.003757178;-0.04185939;0.3126311;0.04629;0.05559999;0.3;0.04619781;0.05779222;0.3099209
-0.04;0;0.0085;0.0302;0.1095;0.3;0.03338734;0.1058385;0.3026853;0.004;-0.048;0.3;-0.004225843;-0.04328203;0.3144029;0.04629;0.05559999;0.3;0.04953796;0.05326903;0.311873
0.08;0;0.0085;0.0302;0.1095;0.3;0.02625569;0.1076465;0.2913624;0.004;-0.048;0.3;-0.005399227;-0.04215121;0.3098312;0.04629;0.05559999;0.3;0.04357607;0.0606353;0.3059721
0.12;0;0.0085;0.0302;0.1095;0.3;0.02557825;0.1061737;0.2858033;0.004;-0.048;0.3;-0.004356906;-0.04321405;0.3071629;0.04629;0.05559999;0.3;0.03929628;0.06025675;0.3036135
0.16;0;0.0085;0.0302;0.1095;0.3;0.02689554;0.1067576;0.2822227;0.004;-0.048;0.3;-0.004734695;-0.04329309;0.3043292;0.04629;0.05559999;0.3;0.03790547;0.06013063;0.3007126
0.2;0;0.0085;0.0302;0.1095;0.3;0.02868342;0.1058194;0.2797258;0.004;-0.048;0.3;-0.003342524;-0.04215506;0.3019785;0.04629;0.05559999;0.3;0.03894079;0.0586119;0.2982939
0.24;0;0.0085;0.0302;0.1095;0.3;0.03123471;0.1058698;0.2778399;0.004;-0.048;0.3;-0.002618164;-0.040499;0.2999435;0.04629;0.05559999;0.3;0.04043147;0.05929798;0.295441
0.28;0;0.0085;0.0302;0.1095;0.3;0.02745879;0.09980042;0.2777771;0.004;-0.048;0.3;-0.0007034242;-0.04696658;0.2965825;0.04629;0.05559999;0.3;0.04169545;0.05346751;0.2911507
0.32;0;0.0085;0.0302;0.1095;0.3;0.03193238;0.1059077;0.2769435;0.004;-0.048;0.3;0.0005917847;-0.03949443;0.2940109;0.04629;0.05559999;0.3;0.04394042;0.06050593;0.2906113
0.32;-0.04;0.0085;0.0302;0.1095;0.3;0.02701846;0.09962393;0.2770478;0.004;-0.048;0.3;4.714727E-05;-0.04801247;0.2937264;0.04629;0.05559999;0.3;0.04140773;0.05465544;0.2907188
0.28;-0.04;0.0085;0.0302;0.1095;0.3;0.02458736;0.1011879;0.2785876;0.004;-0.048;0.3;-0.001327455;-0.0492681;0.2965515;0.04629;0.05559999;0.3;0.03974424;0.0549883;0.2915639
0.24;-0.04;0.0085;0.0302;0.1095;0.3;0.0280665;0.107346;0.2805035;0.004;-0.048;0.3;-0.002111435;-0.04221091;0.299152;0.04629;0.05559999;0.3;0.04251941;0.06076414;0.2951572
0.2;-0.04;0.0085;0.0302;0.1095;0.3;0.02664998;0.1071207;0.2831129;0.004;-0.048;0.3;-0.004095584;-0.04426406;0.3015931;0.04629;0.05559999;0.3;0.04110932;0.06049532;0.2982367
0.16;-0.04;0.0085;0.0302;0.1095;0.3;0.02639966;0.1074712;0.284167;0.004;-0.048;0.3;-0.00501585;-0.04459146;0.3044879;0.04629;0.05559999;0.3;0.04025005;0.06056548;0.3000713
0.12;-0.04;0.0085;0.0302;0.1095;0.3;0.02688153;0.1061905;0.2866368;0.004;-0.048;0.3;-0.005107768;-0.04323108;0.3079159;0.04629;0.05559999;0.3;0.04305536;0.05960087;0.3013878
0.08;-0.04;0.0085;0.0302;0.1095;0.3;0.02564217;0.1065995;0.2919129;0.004;-0.048;0.3;-0.005417734;-0.04111115;0.3112311;0.04629;0.05559999;0.3;0.04575295;0.05883116;0.3030511
0.04;-0.04;0.0085;0.0302;0.1095;0.3;0.02767844;0.1065414;0.2946632;0.004;-0.048;0.3;-0.005266454;-0.04033927;0.3141914;0.04629;0.05559999;0.3;0.04870827;0.05805088;0.3028395
0;-0.04;0.0085;0.0302;0.1095;0.3;0.02582809;0.1100634;0.2966588;0.004;-0.048;0.3;-0.004525714;-0.0397966;0.3141587;0.04629;0.05559999;0.3;0.04689522;0.05908222;0.3052095
-0.04;-0.04;0.0085;0.0302;0.1095;0.3;0.03344189;0.1054352;0.303821;0.004;-0.048;0.3;-0.004911371;-0.04202057;0.3145992;0.04629;0.05559999;0.3;0.04923657;0.05332603;0.3122076
-0.08;-0.04;0.0085;0.0302;0.1095;0.3;0.03241453;0.1082415;0.3045944;0.004;-0.048;0.3;-0.005458005;-0.04169954;0.3151147;0.04629;0.05559999;0.3;0.04794379;0.05316921;0.3197124
0.32;-0.08;0.0085;0.0302;0.1095;0.3;0.03210175;0.1043219;0.2809733;0.004;-0.048;0.3;-0.000644356;-0.04009344;0.2971806;0.04629;0.05559999;0.3;0.04598603;0.05979234;0.2936777
0.28;-0.08;0.0085;0.0302;0.1095;0.3;0.02915695;0.1042911;0.2833368;0.004;-0.048;0.3;-0.001337409;-0.04325022;0.2989656;0.04629;0.05559999;0.3;0.04254787;0.06050071;0.2948667
0.24;-0.08;0.0085;0.0302;0.1095;0.3;0.0219876;0.1015439;0.2782182;0.004;-0.048;0.3;-0.004458919;-0.04684748;0.2986354;0.04629;0.05559999;0.3;0.03753373;0.05754101;0.2928433
0.2;-0.08;0.0085;0.0302;0.1095;0.3;0.02738136;0.1064552;0.2849128;0.004;-0.048;0.3;-0.003528669;-0.0442311;0.3031663;0.04629;0.05559999;0.3;0.04245247;0.06172171;0.2977445
0.16;-0.08;0.0085;0.0302;0.1095;0.3;0.02097918;0.1058722;0.2840773;0.004;-0.048;0.3;-0.0054079;-0.04470454;0.3048029;0.04629;0.05559999;0.3;0.03879996;0.0609954;0.2981856
0.12;-0.08;0.0085;0.0302;0.1095;0.3;0.02560769;0.107212;0.2885191;0.004;-0.048;0.3;-0.003899023;-0.04167645;0.3079717;0.04629;0.05559999;0.3;0.04513475;0.06093064;0.2996215
0.08;-0.08;0.0085;0.0302;0.1095;0.3;0.02490896;0.1076047;0.2923647;0.004;-0.048;0.3;-0.004676297;-0.04118289;0.3107972;0.04629;0.05559999;0.3;0.04682669;0.05905253;0.3015293
0.04;-0.08;0.0085;0.0302;0.1095;0.3;0.0234589;0.1101155;0.2955981;0.004;-0.048;0.3;-0.00654858;-0.04240431;0.3112859;0.04629;0.05559999;0.3;0.04623036;0.0592812;0.3020693
0;-0.08;0.0085;0.0302;0.1095;0.3;0.03040282;0.1079201;0.3028931;0.004;-0.048;0.3;-0.00512931;-0.04317273;0.3105688;0.04629;0.05559999;0.3;0.04985295;0.05533069;0.3099506
-0.04;-0.08;0.0085;0.0302;0.1095;0.3;0.02638573;0.1119299;0.3014973;0.004;-0.048;0.3;-0.007866796;-0.0424801;0.3138412;0.04629;0.05559999;0.3;0.04530506;0.05848429;0.3117726
0.04;-0.12;0.0085;0.0302;0.1095;0.3;0.02987434;0.1036588;0.2968978;0.004;-0.048;0.3;-0.003333107;-0.04365306;0.3144062;0.04629;0.05559999;0.3;0.05070905;0.05376678;0.3019244
0;-0.12;0.0085;0.0302;0.1095;0.3;0.03317186;0.101393;0.3040603;0.004;-0.048;0.3;-0.003869487;-0.04546943;0.3117281;0.04629;0.05559999;0.3;0.05143814;0.05291217;0.3094483
-0.04;-0.12;0.0085;0.0302;0.1095;0.3;0.03356251;0.1012695;0.3057486;0.004;-0.048;0.3;-0.00627071;-0.04588678;0.3113061;0.04629;0.05559999;0.3;0.05078134;0.05236425;0.3163443
0.08;-0.12;0.0085;0.0302;0.1095;0.3;0.02275015;0.1032398;0.2931661;0.004;-0.048;0.3;-0.00558757;-0.04251411;0.3118045;0.04629;0.05559999;0.3;0.04569751;0.05592408;0.299854
0.12;-0.12;0.0085;0.0302;0.1095;0.3;0.02311031;0.1033873;0.2901673;0.004;-0.048;0.3;-0.005289488;-0.04292285;0.3076834;0.04629;0.05559999;0.3;0.04440914;0.05822235;0.2993939
0.16;-0.12;0.0085;0.0302;0.1095;0.3;0.01787816;0.1014567;0.2857212;0.004;-0.048;0.3;-0.007984817;-0.04632094;0.3040283;0.04629;0.05559999;0.3;0.03748327;0.05754479;0.2964513
0.2;-0.12;0.0085;0.0302;0.1095;0.3;0.02180386;0.1032534;0.2854044;0.004;-0.048;0.3;-0.006607771;-0.04601275;0.3024942;0.04629;0.05559999;0.3;0.03874074;0.05936985;0.2965346
0.24;-0.12;0.0085;0.0302;0.1095;0.3;0.02348357;0.1000565;0.2819269;0.004;-0.048;0.3;-0.0069011;-0.04599332;0.3008902;0.04629;0.05559999;0.3;0.03904602;0.057978;0.2944609
0.28;-0.12;0.0085;0.0302;0.1095;0.3;0.02338237;0.09927938;0.2809912;0.004;-0.048;0.3;-0.005647033;-0.04781666;0.2995595;0.04629;0.05559999;0.3;0.03946814;0.05697801;0.293056
0.32;-0.12;0.0085;0.0302;0.1095;0.3;0.03348202;0.1038343;0.2822244;0.004;-0.048;0.3;-0.002165645;-0.04128679;0.2990645;0.04629;0.05559999;0.3;0.04882026;0.05950316;0.2947577
0.32;-0.16;0.0085;0.0302;0.1095;0.3;0.02990022;0.1044035;0.2818356;0.004;-0.048;0.3;-0.005313575;-0.04207994;0.3010454;0.04629;0.05559999;0.3;0.04531056;0.06003463;0.2958402
0.28;-0.16;0.0085;0.0302;0.1095;0.3;0.02923191;0.1062687;0.2832275;0.004;-0.048;0.3;-0.006221265;-0.04171248;0.3035177;0.04629;0.05559999;0.3;0.04446548;0.06166112;0.2969827
0.24;-0.16;0.0085;0.0302;0.1095;0.3;0.02718043;0.1079437;0.2863178;0.004;-0.048;0.3;-0.006113127;-0.04252554;0.3036603;0.04629;0.05559999;0.3;0.04310006;0.06236607;0.2986846
0.2;-0.16;0.0085;0.0302;0.1095;0.3;0.02226253;0.1053848;0.2868296;0.004;-0.048;0.3;-0.007532805;-0.0467499;0.3041274;0.04629;0.05559999;0.3;0.0399674;0.06047022;0.2970835
0.16;-0.16;0.0085;0.0302;0.1095;0.3;0.02664791;0.1067634;0.2900554;0.004;-0.048;0.3;-0.005753309;-0.04200579;0.3079031;0.04629;0.05559999;0.3;0.04460738;0.06158888;0.2987842
0.12;-0.16;0.0085;0.0302;0.1095;0.3;0.02628665;0.1016093;0.2911178;0.004;-0.048;0.3;-0.004380926;-0.04072247;0.3107025;0.04629;0.05559999;0.3;0.04831467;0.05640286;0.2980654
0.08;-0.16;0.0085;0.0302;0.1095;0.3;0.02454234;0.1009071;0.2933063;0.004;-0.048;0.3;-0.005870335;-0.04371579;0.3125806;0.04629;0.05559999;0.3;0.04575968;0.0534296;0.2992349
0.04;-0.16;0.0085;0.0302;0.1095;0.3;0.03179819;0.1053288;0.2964701;0.004;-0.048;0.3;-0.002770081;-0.04420961;0.3142346;0.04629;0.05559999;0.3;0.05221489;0.05398375;0.3029469
0;-0.16;0.0085;0.0302;0.1095;0.3;0.03415457;0.102088;0.3042307;0.004;-0.048;0.3;-0.002596253;-0.04436083;0.3157409;0.04629;0.05559999;0.3;0.05282309;0.05161199;0.3097289
-0.04;-0.16;0.0085;0.0302;0.1095;0.3;NaN;NaN;NaN;0.004;-0.048;0.3;NaN;NaN;NaN;0.04629;0.05559999;0.3;NaN;NaN;NaN
0.08;-0.2;0.0085;0.0302;0.1095;0.3;0.01748829;0.100358;0.2906787;0.004;-0.048;0.3;-0.01093473;-0.04129212;0.3118768;0.04629;0.05559999;0.3;0.03786875;0.05379429;0.2982055
0.04;-0.2;0.0085;0.0302;0.1095;0.3;0.03281863;0.09739068;0.2987616;0.004;-0.048;0.3;-0.00141257;-0.04209216;0.3160749;0.04629;0.05559999;0.3;0.05045326;0.05030105;0.3053517
0;-0.2;0.0085;0.0302;0.1095;0.3;0.03381149;0.09316584;0.3081452;0.004;-0.048;0.3;-0.001428604;-0.04519738;0.3149585;0.04629;0.05559999;0.3;0.05261315;0.04910907;0.3126817
0.08;-0.2;0.0085;0.0302;0.1095;0.3;0.02933934;0.1022965;0.2955724;0.004;-0.048;0.3;-0.00351318;-0.04050796;0.3140187;0.04629;0.05559999;0.3;0.04928401;0.05454788;0.3015848
0.12;-0.2;0.0085;0.0302;0.1095;0.3;0.02640472;0.1009042;0.2911854;0.004;-0.048;0.3;-0.006265707;-0.04154618;0.3121118;0.04629;0.05559999;0.3;0.04689349;0.05621564;0.2993707
0.16;-0.2;0.0085;0.0302;0.1095;0.3;0.02342567;0.1046586;0.2932518;0.004;-0.048;0.3;-0.007290065;-0.04430054;0.3087088;0.04629;0.05559999;0.3;0.04249255;0.06075394;0.3002013
